191,3308
2830,4492,5659,7159,9337,9523
30,3295,3560,6037,7948,8323,9807
62,2470,3134,6445,7960,9333,9596
361,1031,5280,7044,7046,8365,9873
801,2467,3018,6617,8036,8167,9894
803,1811,5823,6047,7374,8324,8818
823,3183,4569,4896,8063,8543,8923
961,3888,4948,5521,7284,7770,8628
1096,2299,3945,6402,6976,9099,9183
1386,4362,4378,5663,6414,7949,8848
1660,2983,3815,5460,6701,8906,9475
1661,2591,3333,6940,7820,8229,8426
1731,2360,3310,4486,8373,8829,9911
2039,3352,5086,5910,6214,7710,8689
2249,2940,5217,5439,5563,8657,8935
2265,3122,3670,6661,7457,7520,8305
2451,2748,3178,5542,6785,8748,9548
3,1120,1571,3213,7139,7839,8508,9607
7,885,3585,4448,5431,7453,7856,9335
8,706,1941,4115,6100,6680,9452,9998
16,399,2065,4142,7154,8226,8242,8756
22,751,3974,4165,4222,7769,8413,9684
36,1115,1870,2786,7179,7986,8985,9043
47,2368,3459,4947,5337,6268,6965,9609
48,269,959,5736,7334,7468,8125,9061
50,406,4225,4243,4245,6270,9661,9900
61,445,2266,5814,6302,6394,8751,8967
76,1269,1286,5926,6883,6938,7172,9450
77,1825,3210,3802,5711,7640,8243,8492
111,1911,2145,4990,6609,7028,7878,8328
119,581,1586,2449,7003,7891,9446,9925
120,699,2152,3722,4951,8961,9188,9207
141,245,3508,4163,6261,7662,7675,9345
152,2685,3791,4689,4886,7320,7737,7740
187,230,1057,3096,7073,8505,9218,9634
201,1146,3047,5621,5630,5897,8587,8871
229,2208,3293,3410,4268,7514,8518,9560
239,929,2520,5338,5661,7321,7645,9347
253,503,1770,5496,7096,7202,7546,9134
256,608,4145,5300,6405,6682,7068,8536
258,2644,2652,2981,6977,7205,7821,8462
264,691,4208,4348,5914,6392,7579,9604
276,2419,3132,3349,6967,7054,7811,7992
284,1160,1822,2965,6425,7290,9472,9582
287,1647,1929,4528,5813,6769,8427,9600
293,707,2588,4994,6053,6416,8296,9653
298,1643,4497,4815,5018,6937,7759,8033
318,1810,2660,4634,5489,7029,8257,8803
324,1860,3121,4408,5784,6939,7634,8930
331,1476,4139,5148,5518,6674,7691,8023
338,1439,2284,3147,7304,7306,7394,9788
348,846,1475,4644,6742,7501,8660,8784
351,2899,3185,5185,5801,6136,6426,9017
370,1918,3797,4570,5161,7261,7383,8540
376,1895,2601,2910,4919,8438,8578,9283
386,2750,3143,4241,4388,5458,8777,9857
402,423,1299,5129,5318,8731,8735,8963
438,1659,1763,2923,7584,7804,8190,8639
441,2647,4254,5492,5764,5812,7093,7497
443,1634,1926,3356,6514,7577,8290,9260
455,1287,2401,4272,5842,6935,7994,9814
460,1419,2103,3336,4117,8381,9306,9878
484,774,1690,3264,6207,7486,9116,9979
495,592,668,5786,6234,6695,9032,9498
509,1752,1830,2008,6210,8473,8577,9641
556,3274,3812,4285,5493,6536,7503,7541
559,3182,3713,3934,4931,6470,6858,9353
562,2595,3495,3652,4364,5130,9398,9804
575,623,1610,3414,4385,9165,9401,9827
584,657,2836,3619,5158,7396,8817,9933
587,1787,3893,4667,5547,7488,7498,7533
590,1966,2372,5626,5673,5884,7915,8974
599,2446,2609,2939,4383,8200,8250,9574
602,1398,1531,5858,5941,6380,7907,9383
646,3080,3435,4586,4848,5095,7543,9767
664,1726,2398,3590,5871,7622,8425,8704
721,2096,2362,3858,5557,6615,8470,9321
762,1113,2513,2906,3932,7911,9908,9955
776,2037,2234,5635,6191,7234,7348,7545
806,1513,4039,5514,5622,6478,7309,7719
809,1782,2873,4133,4557,7200,7837,9809
821,1719,2189,3334,3440,8389,9553,9555
842,900,3598,4433,7004,7060,7391,7772
843,850,1451,2878,7555,8148,8515,8760
881,2225,3239,4224,4324,6033,8395,9679
902,917,4660,4690,5750,5889,7064,9128
904,2825,3636,3787,5000,6096,7625,9127
906,1937,2584,4249,5118,7041,8062,9103
955,2720,3943,3955,4009,5767,7724,9927
965,2627,3457,5675,6049,6070,6200,7957
970,1980,2461,2486,4560,7729,9102,9712
986,1672,2934,4264,5223,5629,8872,9420
989,1908,3692,3778,5334,6987,7372,8940
1027,1766,3208,4260,5730,6412,6694,9903
1038,3088,3462,3643,4999,6643,7047,9080
1068,1581,1729,2835,7418,8025,8139,8205
1137,2465,2655,2956,3226,7158,9698,9705
1167,1764,3179,3899,4181,6155,8972,9683
1170,2568,3720,3962,5081,5523,8136,8840
1190,1327,2454,4783,4803,5125,9580,9738
1203,3215,3343,4469,4731,5498,6651,9890
1223,1651,3441,4136,4209,5240,9171,9929
1256,2253,3766,5038,5665,5888,6112,9022
1325,1940,3146,3906,4740,6790,7215,9938
1330,1710,2649,3820,6338,7466,7515,8172
1397,1428,2679,3940,5906,6932,7447,9271
1426,2779,3398,5219,5495,6081,6978,7624
1454,1637,3835,4011,5610,6287,6447,9719
1491,1741,2237,3588,4070,6801,9213,9859
1514,1607,1797,2972,6167,7091,8599,9253
1528,1913,2842,3804,4423,7359,8131,9000
1539,2452,3915,4691,5092,5229,7735,8347
1567,2282,2781,2813,3679,7814,8575,9489
1619,2905,3350,3607,4672,6918,7861,8068
1678,1875,4035,4036,5503,7014,7074,7785
1692,1698,3292,4584,5362,5748,8165,8459
1709,3592,4479,4751,5043,5590,6346,7490
1727,2388,2765,3125,6359,6364,7210,9062
1735,2100,3081,4550,5445,6011,7365,8713
1873,1942,4162,4652,4938,5922,6980,8531
1915,2335,2524,2963,6158,6559,7734,8812
