2100,9900
2103,9894
2187,9804
2189,9807
2208,9788
2225,9767
2249,9738
2282,9705
2299,9698
2335,9653
2362,9634
2368,9630
2388,9609
2398,9600
2401,9582
2419,9580
2446,9553
2451,9450
2452,9548
2520,9472
2524,9475
2569,9420
2588,9102
2591,9401
2601,9398
2609,9383
2647,9353
2649,9335
2652,9347
2655,9345
2660,9337
2685,7466
2720,9271
2779,9207
2781,9218
2807,9188
2813,9183
2825,9171
2835,9165
2836,9164
2873,9127
2878,9116
2899,9099
2934,9061
2956,9043
2963,9032
2972,8967
2983,9017
3047,8930
3075,8906
3125,8871
3143,8848
3179,8803
3182,8818
3183,8817
3185,8812
3239,8760
3274,8713
3343,8657
3352,8639
3398,8599
3410,8575
3414,8578
3440,8531
3441,8536
3457,8543
3459,8540
3489,8508
3495,8462
3508,8492
3520,8470
3560,8440
3585,8413
3598,8395
3619,8381
3652,8347
3669,8324
3670,8328
3679,8290
3692,8296
3713,8136
3720,8190
3766,8226
3787,8205
3797,8200
3815,8167
3820,8172
3835,8165
3858,8139
3888,7944
3906,8062
3932,8068
3934,8063
3945,7486
3947,8023
3955,8033
3962,8036
4009,7972
4011,7986
4035,7949
4036,7957
4039,7960
4070,7907
4115,7453
4118,7878
4136,7820
4139,7861
4142,7856
4145,7839
4162,7821
4163,7837
4181,7814
4208,6976
4209,7785
4222,7759
4224,7769
4225,7772
4243,7640
4249,7734
4254,7737
4260,7740
4264,7735
4268,7729
4272,7724
4324,7675
4348,7645
4362,7624
4364,7634
4378,7622
4383,7541
4385,7543
4408,7545
4410,7579
4423,7577
4433,7555
4448,7546
4469,7498
4479,7520
4486,7514
4492,7501
4497,7503
4508,7488
4528,7468
4550,6613
4557,7372
4569,7391
4584,7394
4586,7396
4634,7365
4640,7359
4644,7068
4652,7348
4659,7284
4660,7334
4667,7320
4672,7321
4689,7304
4690,7306
4691,7309
4731,7261
4740,7172
4751,7234
4783,7200
4793,7205
4815,7179
4848,7139
4886,7091
4896,7093
4919,7073
4938,7054
4947,6977
4948,7044
4951,7046
4990,7003
4994,7004
4999,6978
5013,6987
5018,6980
5038,6932
5043,6940
5081,6918
5086,6392
5095,6883
5118,6785
5130,6858
5158,6790
5161,6817
5185,6801
5217,6674
5219,6615
5223,6742
5229,6769
5280,6680
5300,6694
5318,6682
5331,6643
5334,6651
5337,6661
5431,6394
5439,6559
5458,6536
5489,6011
5495,6412
5496,6414
5503,6425
5512,6470
5521,6478
5542,6445
5557,6426
5576,6416
5590,6405
5610,6380
5629,6359
5659,6136
5661,6338
5663,6188
5665,6302
5673,6327
5675,6308
5711,6287
5730,6270
5736,6261
5748,6200
5764,6234
5767,6207
5784,6210
5786,6214
5801,6191
5813,6155
5814,6180
5823,6167
5842,6158
5884,6033
5888,6112
5889,6096
5897,6100
5910,6037
5914,6081
5922,6047
5926,6070
5941,6049
5942,6053
3,1752,9908
7,2470,9523
8,2037,9955
16,2039,9933
22,1980,9998
30,2152,9814
36,2360,9604
47,2265,9679
48,2269,9683
50,2461,9489
61,2679,9260
62,2253,9684
76,2096,9827
77,1994,9929
111,1918,9927
119,2145,9719
120,1895,9979
141,1966,9890
152,1937,9911
187,1926,9873
191,1929,9878
201,1940,9859
229,2786,8985
230,1913,9857
239,2748,9000
245,2627,9128
253,2644,9103
256,3146,8598
258,4285,7457
264,2905,8829
269,2595,9134
276,1915,9809
284,2965,8751
287,2750,8963
293,2454,9253
298,5000,6701
318,3096,8577
324,2940,8735
331,3080,8587
338,2906,8756
348,3132,8518
351,3121,8515
361,3134,8505
370,3204,8426
376,3178,8425
386,3309,8305
399,3350,8250
402,3275,8323
406,3215,8373
423,3210,8365
438,3308,8242
441,2237,9321
443,3083,8473
445,1911,9641
455,2584,8961
460,3081,8459
484,3592,7911
495,1908,9596
503,3333,8148
509,2568,8923
556,1797,9574
559,1873,9555
562,1875,9560
575,3293,8131
581,3292,8125
584,3722,7691
587,3643,7770
590,3462,7948
592,2467,8940
599,3590,7811
602,2970,8427
608,3588,7804
623,2939,8438
646,3435,7915
657,3349,7994
664,3802,7533
668,3336,7992
691,3791,7517
699,3636,7662
706,3804,7490
707,3778,7515
721,3893,7383
751,5622,5626
762,3607,7625
774,4165,7060
776,1286,9938
801,4931,6268
803,4570,6617
806,5563,5630
809,1287,9903
821,4241,6938
823,1678,9498
842,4117,7041
843,2910,8243
846,3943,7210
850,5338,5812
881,5498,5621
885,1398,9712
900,3940,7159
902,5240,5858
904,5460,5635
906,3936,7158
917,4388,6695
929,3915,7154
955,1120,9925
959,3974,7064
961,5492,5547
965,5129,5906
970,1539,9452
986,1731,9283
989,5493,5518
1027,3899,7074
1031,5445,5514
1038,4560,6402
1057,3929,7014
1068,1269,9661
1096,5148,5750
1113,1439,9446
1115,5362,5523
1137,1643,9213
1146,4245,6609
1160,1531,9306
1167,1860,8972
1170,1454,9333
1190,1203,9607
1223,2008,8748
1256,2513,8229
1299,4133,6514
1325,4803,5871
1327,1610,9062
1330,1735,8935
1386,1528,9080
1397,1581,9022
1419,1607,8974
1426,1787,8784
1428,2449,8122
1451,1770,8777
1475,2266,8257
1476,1651,8872
1491,4061,6447
1513,1647,8840
1514,2765,7719
1567,1726,8704
1571,1698,8731
1586,2830,7584
1619,1692,8689
1634,1672,8660
1637,3147,7215
1659,2923,7418
1660,1710,8628
1661,2842,7497
1690,3018,7290
1709,3356,6935
1719,3310,6967
1727,3226,7047
1729,3334,6937
1741,2234,8025
1763,1830,8389
1764,3208,7028
1766,3295,6939
1782,5092,5125
1810,2981,7202
1811,3088,7096
1822,3213,6965
1825,2465,7710
1870,2239,7891
1941,3812,6246
1942,3029,7029
2065,2486,7447
2284,2341,7374
2372,3264,6364
2530,3122,6346
