3,7,8,16,22,30,36,47,62,6268
48,187,509,1678,1895,8257,9171,9306,9401,9548
50,191,556,1528,1908,8290,9183,9321,9420,9553
61,276,351,441,559,9188,9630,9712,9857,9925
76,361,443,562,842,8577,9634,9719,9859,9927
77,230,445,646,843,8578,9641,9738,9873,9929
111,376,455,657,846,8324,9653,9767,9878,9933
119,298,460,584,664,8598,9661,9788,9890,9938
120,253,399,668,881,8347,9679,9804,9894,9955
141,324,590,885,2065,8243,9271,9383,9498,9600
152,258,331,592,900,8373,9684,9809,9903,9998
201,721,906,1146,1966,7624,9102,9333,9446,9555
229,284,1031,1160,1439,8305,9207,9335,9450,9560
239,1170,1327,1710,1918,7735,8817,8935,9022,9127
245,386,776,850,1659,8427,9253,9347,9475,9582
256,402,691,803,965,7514,9683,9807,9900,9979
264,338,423,599,809,8540,9607,9698,9814,9908
269,348,438,602,821,8470,9609,9705,9827,9911
287,370,575,929,1451,8812,9213,9337,9452,9574
293,581,774,1057,1454,8226,9218,9345,9472,9580
318,484,587,801,1870,8242,9260,9353,9489,9596
406,503,806,970,2335,7172,9283,9398,9523,9604
495,1223,1397,1491,1607,7759,8840,8963,9061,9164
608,823,1027,1692,1911,8575,8689,8784,8906,8985
623,751,917,1822,2568,7490,8803,8923,9000,9103
699,1115,1256,1729,1787,7372,8848,8967,9062,9165
706,902,986,1269,1797,8657,8760,8871,8972,9080
707,1286,1634,2360,2627,7622,8172,8389,8543,8660
762,1038,1325,1709,1994,7396,8713,8930,9017,9116
904,989,1137,1426,2103,7719,8777,8872,8974,9099
955,1571,1764,2189,2652,6617,8426,8508,8587,8731
959,1475,1719,2037,2655,7348,8229,8328,8515,8735
961,1096,1386,1726,2470,6394,8829,8961,9043,9134
1068,1190,1330,1581,1926,6987,8818,8940,9032,9128
1113,1661,1782,1873,1937,7284,8440,8531,8628,8751
1120,1619,1731,2239,2449,7770,8062,8167,8381,8462
1167,1567,1763,2266,2569,7210,8205,8323,8425,8505
1203,1476,1586,1770,2401,7261,8438,8518,8599,8748
1287,1428,1531,2253,2362,7785,8190,8296,8395,8473
1299,1539,1752,1913,2368,7320,8200,8413,8492,8704
1398,2237,2446,2513,2601,6405,7949,8036,8165,8250
1419,1514,2100,2341,4145,7374,7584,7710,7856,7957
1513,1672,1875,1940,2096,6514,8459,8536,8639,8756
1610,2825,2910,2981,3778,5018,7579,7691,7769,7839
1637,1741,2452,2644,3275,6609,7724,7878,7972,8068
1643,2152,2265,2454,2765,6918,7804,7891,7986,8122
1647,2187,2372,2461,3134,6364,7811,7907,7992,8125
1651,1830,2465,2584,2878,6742,7814,7911,7994,8131
1660,1929,2039,2225,3215,7003,7821,7944,8025,8139
1690,2451,2524,3183,3669,7074,7200,7306,7383,7520
1698,1980,2842,3204,3292,6695,7394,7541,7625,7729
1727,2234,2299,2486,2679,6081,7948,8033,8148,8365
1735,1810,1942,2249,3122,7486,7772,7861,7960,8063
1766,1860,2282,2786,2965,6447,7820,7915,8023,8136
1811,2145,2530,3029,4070,6694,7309,7391,7488,7533
1825,1915,2873,2956,4117,5906,7497,7543,7634,7734
1941,2609,2830,2923,3264,6965,7179,7304,7468,7517
2008,3143,3210,3462,3812,5630,7047,7139,7215,7334
2208,2467,2588,2899,3356,6053,7501,7546,7645,7737
2269,2388,2781,3295,3352,5814,7418,7498,7545,7640
2284,2660,2807,3398,3495,4896,7503,7555,7662,7740
2398,3146,3213,3308,3489,5557,7054,7154,7234,7447
2419,2595,2813,3088,3410,5129,7457,7577,7675,7837
2520,2720,3121,3182,4652,6207,6680,6817,7028,7073
2591,2905,2970,3619,4388,4497,7060,7158,7359,7453
2647,3047,3132,3457,3906,5492,6977,7044,7093,7205
2649,2779,3350,3459,3592,5730,6978,7046,7096,7321
2685,3096,3179,3414,3643,4644,7068,7290,7466,7515
2748,2835,3274,3336,4061,6210,6682,6858,6967,7029
2750,2836,2939,3441,3588,6136,6976,7041,7091,7202
2906,2972,3178,3226,4272,4919,6939,7064,7159,7365
2934,3440,3585,4162,4783,5673,6112,6338,6414,6559
2940,3349,3679,4115,4249,6037,6234,6359,6425,6613
2963,3080,3598,4260,4383,5095,6261,6445,6935,6980
2983,3560,3893,4528,5512,5590,5767,5871,6096,6200
3018,3343,4410,5013,5118,5445,5661,5764,5926,6302
3075,3915,4378,4479,4672,5217,5813,6047,6158,6246
3081,3720,3815,4009,4264,4492,6270,6643,6769,6937
3083,3309,3722,3820,4222,5000,6470,6651,6785,6938
3125,3185,3947,4163,4560,5161,6214,6346,6416,6883
3147,3934,4136,4634,4691,5498,5563,5922,6188,6287
3208,3293,3692,3962,4181,4990,6426,6615,6701,6932
3239,3333,3520,3940,4142,5130,5941,6801,6940,7014
3310,3508,3766,3936,4139,4408,6478,6661,6790,7004
3334,3435,3888,3943,4241,5784,6100,6327,6412,6536
3590,3802,3955,4469,5086,5523,5711,5812,5897,6155
3607,3932,4133,4209,4886,4999,5748,5914,6180,6392
3636,3670,4364,4486,5240,5439,5503,5750,5842,6070
3652,4039,4423,4751,5038,5148,5458,5665,5884,5942
3713,4385,4586,4690,4815,5223,5362,5542,5635,6049
3787,4324,4947,4948,5081,5158,5300,5331,5514,5610
3791,3945,4348,4433,4659,5518,5621,5786,5888,6011
3797,3899,4362,4448,4660,5489,5622,5801,5889,6033
3804,4254,4570,5043,5092,5185,5337,5460,5626,5629
3835,4035,4224,4508,4640,4731,5576,5858,6191,6402
3858,4036,4225,4285,4740,4931,5280,5663,6308,6674
3929,3974,4118,4208,4584,4994,5736,5910,6167,6380
4011,4165,4268,4793,5125,5229,5431,5496,5659,5823
4243,4550,4667,4803,4938,4951,5318,5334,5521,5675
4245,4557,4569,4689,4848,5219,5338,5493,5495,5547
