6200,9929,9933,9938
6478,9804,9807,9911
6918,9641,9653,9788
3,22,4497,9979,9998
230,8817,8829,8906,9218
1810,6938,7957,9634,9661
2530,8242,8243,8296,8689
4990,6425,6939,7719,9927
6100,6978,7093,7837,7992
47,3029,7064,7972,8413,9475
495,3607,5223,8063,9032,9580
917,1937,4672,9061,9604,9809
1419,4691,5148,6977,8165,9600
2265,4364,5590,6680,7541,9560
2341,2956,7234,7543,7545,8381
2419,2983,5801,8250,8257,8290
2906,3350,4634,7759,7769,9582
7,850,3275,6674,7383,8598,9213
16,1860,5496,6167,7359,7365,7737
30,3560,4117,6158,6180,6188,9767
48,351,2720,7091,8190,8578,9022
119,2284,4433,4486,7915,8323,8440
141,2152,2644,7172,7770,7949,8172
201,370,1514,7179,7497,9609,9630
239,4145,4324,5635,5663,7334,8660
245,284,602,6096,9472,9596,9705
256,3457,3934,5897,5914,7044,9498
331,691,2299,6302,8587,8818,8972
348,2830,3310,5786,7068,8122,8536
361,406,2660,6261,8459,8508,9345
438,3343,4560,4659,5814,8438,8748
445,2649,3820,5888,6701,7096,9401
484,5129,5673,5889,6268,6270,6287
562,3183,3713,4528,7724,7785,8505
608,3441,4162,5563,7139,7447,7640
657,3178,3489,4848,6965,7374,9489
707,2189,4163,4508,6817,8068,9548
721,3520,4448,5842,6346,7394,7729
809,2470,2963,3204,7290,9450,9814
842,1726,4783,4803,7306,8167,8373
843,1451,5158,6536,6559,6613,8840
846,2524,2655,4165,7811,8871,9128
906,2568,3906,5439,5489,8731,8961
959,2981,4388,5784,6049,7634,8205
961,1426,2569,6426,6445,8599,9574
965,3208,3893,4061,4410,9555,9908
1113,2939,3018,4136,6136,8974,9684
1146,1619,1870,6047,7060,8923,9335
1167,2452,3679,5576,7488,7490,8148
1190,1994,4423,5521,7205,7320,8347
1203,3791,5626,5812,6394,6405,6769
1223,1256,2965,4731,7948,8139,9738
1269,1825,1941,5512,7261,8985,9207
1286,1709,4036,6785,6790,6967,8427
1330,2253,2282,5331,8033,8036,8735
1397,1491,3182,6081,6987,7309,9553
1476,2786,2873,3459,7960,7994,9452
1567,1741,4225,5161,7498,7579,8229
1581,2008,3462,3643,7391,8812,9103
1637,2461,4385,5493,6246,7074,8704
1643,1797,2039,5767,7003,8305,9446
1651,2388,3636,3670,5362,9420,9873
1690,3598,3962,4793,6011,6609,9337
1719,2813,2934,5630,5661,8200,9043
1731,1770,1811,4222,6694,9878,9894
1822,2234,4142,4408,5337,8930,9127
1895,3334,3936,4469,5748,6935,9683
1908,2972,3590,4947,6210,6661,9712
2266,3815,5300,5675,5711,5730,7503
2401,2765,3083,5871,5884,7029,8967
2446,2905,3619,5431,6858,6937,7804
2465,2609,3210,3955,5922,8777,9062
2591,3146,4115,4640,6615,7054,7839
2679,2779,3410,3440,7200,7321,9171
3264,3349,3720,4652,5557,7396,8062
8,269,2835,4181,5445,6234,7073,9955
36,399,1057,1386,7041,7468,9260,9353
50,1727,2454,3812,4035,7584,7625,8713
61,1634,2601,3096,3588,5910,9283,9827
62,900,1299,3592,6402,6980,7158,9607
76,556,902,3125,6053,7710,8395,9183
77,1586,3802,4667,4919,5185,6801,8963
111,592,2467,3239,5813,6617,7814,9347
120,1027,1428,1913,5764,8389,8575,8784
152,776,2335,2923,5217,7159,7740,9698
187,1661,3134,3797,4660,5518,7645,9398
191,318,1918,2836,5542,7457,8803,8935
229,1692,2595,2842,4209,7533,7735,9165
253,1729,3778,4224,4241,6643,7555,7577
258,264,3766,4896,5492,5495,6695,9134
276,774,3143,3435,4118,6414,8760,9080
287,1678,2249,3508,4260,6742,8023,9253
293,298,803,5013,5280,5659,9321,9333
324,1659,3147,3292,3585,6207,8515,9271
338,1942,2685,4070,5610,6416,7453,7486
376,2449,2451,2970,5081,6214,7820,8639
386,1038,1528,3943,5240,7856,7878,8131
402,1764,1929,3333,4570,7046,8425,8531
423,929,1160,4479,6883,7154,7348,7624
441,2360,3929,4039,4931,5750,7004,7546
443,1539,1710,2225,5629,7691,7891,8872
455,1911,2145,2520,4249,6338,8492,9890
460,1926,2584,3215,6070,6112,7772,7861
503,823,1752,3888,4751,7501,8125,8657
509,1170,3075,3940,3945,7517,7520,8324
559,1873,3293,3804,4586,4951,7215,9719
575,668,1475,4584,5125,5130,8518,9925
581,2781,3081,3122,4690,5498,7821,8426
584,1137,2588,3414,4994,5622,8473,9188
587,1763,3915,4948,5318,5906,6191,7372
590,2627,3213,4285,4886,4938,6359,9102
599,1787,2237,2940,6447,6514,7014,8462
623,2100,2398,3787,3858,6470,8136,8628
646,955,2647,3899,5095,5229,8365,9164
664,1398,4254,4492,4815,5219,6932,8226
699,881,1672,5043,6327,6364,7028,7986
706,801,1115,1940,3179,9017,9383,9859
751,1454,1647,3336,4644,7284,7944,8940
762,1287,2825,3652,4011,5941,7622,9900
806,821,1698,2878,4268,7662,8751,9116
885,970,4139,4740,5823,6380,6412,6651
904,1513,2748,3495,3669,6037,8328,9306
986,1980,2910,4264,4272,4362,8470,8756
989,2103,2362,5038,5092,5458,7047,7911
1031,1966,3309,5338,5460,5523,5858,7515
1068,2899,3692,3932,5514,5665,5926,7304
1096,2513,3185,4243,4245,5018,7675,8025
1120,1325,1830,2187,4348,7514,8577,9099
1327,3121,3947,3974,4383,4550,6155,8543
1439,1571,2750,2807,3352,6976,7202,9903
1531,2486,3398,3835,4569,4999,5503,9679
1607,2368,2372,3295,5736,6033,6682,7907
1610,1735,1875,3088,3226,5086,9523,9857
1660,1782,2652,3722,5118,6392,6940,7734
1766,2065,2096,3308,4557,5942,7418,8848
1915,2239,3047,4378,5000,5334,5547,8540
